v8-version,10,2,154,15,-node.12,0
v8-platform,macos,macos
shared-library,/Users/psurry/.nvm/versions/node/v18.12.1/bin/node,0x100f68000,0x102262560,16138240
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x1926ad8a0,0x19289c04c,304611328
shared-library,/usr/lib/libobjc.A.dylib,0x1922d9c00,0x19230e6b0,304611328
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x1957c0d78,0x1957f6f70,304611328
shared-library,/usr/lib/liboah.dylib,0x19dcd4e48,0x19dcd9e18,304611328
shared-library,/usr/lib/libfakelink.dylib,0x19dd083dc,0x19dd09b80,304611328
shared-library,/usr/lib/libicucore.A.dylib,0x1951f750c,0x195445320,304611328
shared-library,/usr/lib/libSystem.B.dylib,0x19dd054b4,0x19dd05aec,304611328
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x19dd0abd4,0x19dd0ae50,304611328
shared-library,/usr/lib/libc++abi.dylib,0x1925f6820,0x192609dd8,304611328
shared-library,/usr/lib/libc++.1.dylib,0x192592a60,0x1925ea524,304611328
shared-library,/usr/lib/system/libcache.dylib,0x19dcff6a4,0x19dd02370,304611328
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x19dcbb980,0x19dcc6a94,304611328
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x19dce599c,0x19dce8864,304611328
shared-library,/usr/lib/system/libcopyfile.dylib,0x19dcdc828,0x19dce3020,304611328
shared-library,/usr/lib/system/libcorecrypto.dylib,0x19240ce00,0x192477e38,304611328
shared-library,/usr/lib/system/libdispatch.dylib,0x1924c3fd4,0x192500dd8,304611328
shared-library,/usr/lib/system/libdyld.dylib,0x192655510,0x1926764a8,304611328
shared-library,/usr/lib/system/libkeymgr.dylib,0x19dcf4764,0x19dcf4e50,304611328
shared-library,/usr/lib/system/libmacho.dylib,0x19dc96640,0x19dc9a9bc,304611328
shared-library,/usr/lib/system/libquarantine.dylib,0x19d353bc8,0x19d355ba8,304611328
shared-library,/usr/lib/system/libremovefile.dylib,0x19dcf2448,0x19dcf3c40,304611328
shared-library,/usr/lib/system/libsystem_asl.dylib,0x19731d3c4,0x197332000,304611328
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x1923aa9a8,0x1923ad8d0,304611328
shared-library,/usr/lib/system/libsystem_c.dylib,0x19250e120,0x192586b20,304611328
shared-library,/usr/lib/system/libsystem_collections.dylib,0x19dce9878,0x19dced958,304611328
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x19c87454c,0x19c877700,304611328
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x19b8e33fc,0x19b90c6a8,304611328
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x19d9950d4,0x19d9990d8,304611328
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x1954ae418,0x1954b5170,304611328
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x19dcf5e2c,0x19dcfbf88,304611328
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x19250a9c8,0x19250ca50,304611328
shared-library,/usr/lib/system/libsystem_info.dylib,0x192680cd0,0x1926a73d0,304611328
shared-library,/usr/lib/system/libsystem_m.dylib,0x19dc5d080,0x19dc84ec0,304611328
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x192496ccc,0x1924bc060,304611328
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x19729daa4,0x1972b0af0,304611328
shared-library,/usr/lib/system/libsystem_notify.dylib,0x195918888,0x195925bf0,304611328
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x19c879438,0x19c87d040,304611328
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x19dceed90,0x19dcf0388,304611328
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x19260dbe0,0x19263fe78,304611328
shared-library,/usr/lib/system/libsystem_platform.dylib,0x192679340,0x19267f2e4,304611328
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x192647ae4,0x1926528d0,304611328
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x198af26b0,0x198af82bc,304611328
shared-library,/usr/lib/system/libsystem_trace.dylib,0x1923f34a0,0x192408c10,304611328
shared-library,/usr/lib/system/libunwind.dylib,0x19dcccb44,0x19dcd23c0,304611328
shared-library,/usr/lib/system/libxpc.dylib,0x1923affe4,0x1923e6868,304611328
shared-library,/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit,0x19583c668,0x1958ef370,304611328
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices,0x1a43e7fc0,0x1a43e7fc0,304611328
shared-library,/usr/lib/libDiagnosticMessagesClient.dylib,0x199915e80,0x199916ad8,304611328
shared-library,/usr/lib/libenergytrace.dylib,0x1972b66a4,0x1972b6d28,304611328
shared-library,/usr/lib/libbsm.0.dylib,0x19d37e950,0x19d38cd58,304611328
shared-library,/usr/lib/libz.1.dylib,0x19dc4a770,0x19dc55c10,304611328
shared-library,/usr/lib/system/libkxld.dylib,0x19dc9d76c,0x19dcb5a74,304611328
shared-library,/System/Library/Frameworks/CFNetwork.framework/Versions/A/CFNetwork,0x196edbf20,0x19714f8b0,304611328
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/FSEvents,0x19a402de4,0x19a40cde0,304611328
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/CarbonCore,0x1954bcfbc,0x1955acdd0,304611328
